ID;Description;BeginDate;EndDate;BookingFee;TotalPrice;Currency_code;Status_code;Agency_ID;Customer_ID;createdAt;createdBy;modifiedAt;modifiedBy
573;Vacation to Singapore;2024-05-29;2024-05-30;40;28631;SGD;O;070024;0000000496;2023-10-03T15:23:31.000Z;Moyano;2023-10-12T15:08:26.000Z;Sommer
574;Vacation;2024-05-29;2024-05-30;40;28928;SGD;O;070043;0000000090;2023-10-03T22:55:38.000Z;Kreiss;2023-10-21T09:55:33.000Z;Mustermann
575;Visiting Stephen;2024-05-29;2024-05-30;40;29299;SGD;X;070031;0000000426;2023-10-03T04:37:46.000Z;Lindwurm;2023-10-15T19:42:35.000Z;Hoffen
576;Vacation;2024-05-29;2024-05-30;40;29345;SGD;O;070041;0000000453;2023-10-03T21:56:08.000Z;Ryan;2023-10-19T17:20:40.000Z;Rahn
577;Vacation to Singapore;2024-05-29;2024-05-30;40;29866;SGD;O;070025;0000000442;2023-10-03T20:43:19.000Z;Hansmann;2023-10-13T03:07:15.000Z;Sisko
578;Sightseeing in Singapore;2024-05-29;2024-05-30;20;15032;SGD;A;070029;0000000064;2023-10-03T09:49:35.000Z;Picard;2023-10-15T19:38:11.000Z;Delon
579;Sightseeing in Singapore;2024-05-29;2024-05-30;20;15048;SGD;A;070026;0000000088;2023-10-03T10:44:20.000Z;Fischer;2023-10-13T22:23:46.000Z;Cesari
580;Business Trip for August, Annemarie;2024-05-29;2024-05-29;20;16909;SGD;X;070010;0000000317;2023-10-03T12:19:54.000Z;Zimmermann;2023-10-06T11:50:17.000Z;Pratt
581;Vacation for Johannes;2024-05-29;2024-05-30;20;15363;SGD;O;070013;0000000480;2023-10-03T19:58:34.000Z;Madeira;2023-10-08T20:33:28.000Z;Lindwurm
582;Vacation for Astrid, Kurt, Allen;2024-05-29;2024-05-30;60;46475;SGD;O;070012;0000000226;2023-10-03T02:19:09.000Z;Benjamin;2023-10-08T13:32:16.000Z;Benz
583;Business Trip to Singapore;2024-05-29;2024-05-30;20;15843;SGD;O;070017;0000000038;2023-10-03T14:21:11.000Z;Benz;2023-10-09T02:37:41.000Z;Montero
584;Vacation;2024-05-29;2024-05-30;40;31442;SGD;O;070045;0000000025;2023-10-03T22:24:06.000Z;Wohl;2023-10-21T03:45:08.000Z;Fischer
585;Sightseeing in Singapore;2024-05-29;2024-05-30;40;32097;SGD;X;070026;0000000486;2023-10-03T14:41:17.000Z;Hunter;2023-10-13T08:29:18.000Z;Montero
586;Vacation;2024-05-29;2024-05-29;20;18156;SGD;O;070002;0000000123;2023-10-03T09:19:08.000Z;Sudhoff;2023-10-03T16:58:00.000Z;Kreiss
587;Sightseeing in Singapore;2024-05-29;2024-05-30;20;16286;SGD;A;070030;0000000082;2023-10-02T23:44:10.000Z;Pan;2023-10-15T18:50:44.000Z;Vrsic
588;Vacation to Singapore;2024-05-29;2024-05-30;20;16310;SGD;O;070025;0000000094;2023-10-03T00:01:48.000Z;Prinz;2023-10-13T17:57:39.000Z;Columbo
589;Business Trip to Singapore;2024-05-29;2024-05-30;20;16487;SGD;O;070016;0000000251;2023-10-03T11:39:05.000Z;Heller;2023-10-09T06:21:31.000Z;Kramer
590;Business Trip for Mathilde;2024-05-29;2024-05-29;10;9419;SGD;X;070009;0000000094;2023-10-03T17:13:51.000Z;Kramer;2023-10-06T11:16:41.000Z;Ryan
591;Vacation;2024-05-29;2024-05-30;40;33101;SGD;O;070049;0000000146;2023-10-03T16:37:53.000Z;Neubasler;2023-10-23T01:42:27.000Z;Gueldenpfenn
592;Vacation;2024-05-29;2024-05-30;40;33414;SGD;O;070049;0000000262;2023-10-03T03:39:19.000Z;Martin;2023-10-23T01:35:31.000Z;Wohl
593;Vacation for Volker, August;2024-05-29;2024-05-30;40;33963;SGD;O;070012;0000000368;2023-10-03T05:20:33.000Z;Barth;2023-10-07T02:02:10.000Z;Waldmann
594;Business Trip;2024-05-29;2024-05-30;60;51691;SGD;A;070036;0000000376;2023-10-03T09:14:22.000Z;Moyano;2023-10-17T15:27:14.000Z;Trensch
595;Business Trip;2024-05-29;2024-05-30;40;34971;SGD;X;070038;0000000475;2023-10-03T10:51:59.000Z;Babilon;2023-10-18T10:42:06.000Z;Trensch
596;Sightseeing in Singapore;2024-05-29;2024-05-30;40;35241;SGD;A;070026;0000000328;2023-10-03T15:43:25.000Z;Wohl;2023-10-13T03:16:15.000Z;Moyano
597;Business Trip to Singapore;2024-05-29;2024-05-30;20;17780;SGD;O;070017;0000000533;2023-10-03T03:50:43.000Z;Babilon;2023-10-09T10:08:26.000Z;Koslowski
598;Vacation to Singapore;2024-05-29;2024-05-30;40;35836;SGD;O;070024;0000000002;2023-10-03T03:35:17.000Z;Benz;2023-10-12T02:08:23.000Z;Koslowski
599;Business Trip to Singapore;2024-05-29;2024-05-30;40;36076;SGD;O;070016;0000000269;2023-10-03T01:48:07.000Z;Gutenberg;2023-10-09T00:21:50.000Z;Neubasler
600;Vacation;2024-05-29;2024-05-29;20;20897;SGD;X;070003;0000000532;2023-10-03T06:29:47.000Z;Kirk;2023-10-04T19:30:28.000Z;Simonen
601;Vacation;2024-05-30;2024-05-30;20;15722;SGD;O;070048;0000000439;2023-10-03T03:21:47.000Z;Pratt;2023-10-23T12:52:59.000Z;Hansmann
602;Visiting Juan;2024-05-30;2024-05-30;30;23566;SGD;A;070035;0000000479;2023-10-02T23:57:57.000Z;Leisert;2023-10-17T21:26:01.000Z;Vrsic
603;Sightseeing in Singapore;2024-05-29;2024-05-30;20;18784;SGD;A;070027;0000000146;2023-10-03T18:58:02.000Z;Schneider;2023-10-14T15:02:20.000Z;Lindwurm
604;Vacation;2024-05-30;2024-05-30;10;8005;SGD;O;070003;0000000001;2023-10-03T04:40:58.000Z;Benjamin;2023-10-03T12:11:36.000Z;Dumbach
605;Vacation;2024-05-30;2024-05-30;10;8077;SGD;X;070044;0000000456;2023-10-03T02:40:40.000Z;Pan;2023-10-21T18:35:41.000Z;Barth
606;Vacation;2024-05-30;2024-05-30;10;8125;SGD;O;070004;0000000024;2023-10-03T02:37:12.000Z;Sisko;2023-10-04T20:21:12.000Z;Benz
607;Vacation;2024-05-30;2024-05-30;20;16355;SGD;O;070047;0000000072;2023-10-03T06:01:51.000Z;Fischer;2023-10-22T22:48:51.000Z;Buehler
608;Sightseeing in San Francisco, California;2024-05-30;2024-05-30;10;8144;SGD;A;070027;0000000406;2023-10-02T23:58:01.000Z;Buchholm;2023-10-12T23:05:43.000Z;Jeremias
609;Visiting Simon;2024-05-30;2024-05-30;20;16647;SGD;A;070034;0000000134;2023-10-03T08:13:18.000Z;Picard;2023-10-17T19:39:22.000Z;Hunter
610;Vacation;2024-05-30;2024-05-30;10;8261;SGD;X;070005;0000000371;2023-10-03T17:07:43.000Z;Weiss;2023-10-05T13:24:29.000Z;Prinz
611;Vacation for Anne-Marie, Sophie;2024-05-30;2024-05-30;20;16569;SGD;O;070015;0000000451;2023-10-03T09:15:07.000Z;Fischer;2023-10-09T22:16:42.000Z;Kreiss
612;Vacation;2024-05-30;2024-05-30;20;16803;SGD;O;070041;0000000085;2023-10-02T23:09:19.000Z;Kramer;2023-10-20T11:19:48.000Z;Vrsic
613;Vacation;2024-05-30;2024-05-30;10;8415;SGD;O;070004;0000000455;2023-10-03T05:07:19.000Z;Matthaeus;2023-10-04T10:20:24.000Z;Mechler
614;Vacation;2024-05-30;2024-05-30;10;8551;SGD;O;070041;0000000016;2023-10-03T21:05:18.000Z;Deichgraeber;2023-10-20T18:53:36.000Z;Müller
615;Vacation for Mathilde;2024-05-30;2024-05-30;10;8536;SGD;X;070012;0000000183;2023-10-03T03:23:40.000Z;Hoffen;2023-10-07T04:55:47.000Z;Hansmann
616;Business Trip;2024-05-30;2024-05-30;10;8611;SGD;A;070037;0000000149;2023-10-03T01:20:43.000Z;Babilon;2023-10-18T10:02:32.000Z;Neubasler
617;Business Trip;2024-05-30;2024-05-30;10;8541;SGD;A;070036;0000000411;2023-10-03T05:47:38.000Z;Meier;2023-10-17T20:44:43.000Z;Waldmann
618;Business Trip for Friedrich;2024-05-30;2024-05-30;10;8719;SGD;O;070008;0000000082;2023-10-03T03:41:06.000Z;Gahl;2023-10-06T12:32:38.000Z;Wohl
619;Business Trip for Benjamin;2024-05-30;2024-05-30;10;8681;SGD;O;070010;0000000511;2023-10-03T17:03:33.000Z;Kirk;2023-10-07T19:53:06.000Z;Sudhoff
620;Visiting Jean;2024-05-30;2024-05-30;10;8678;SGD;X;070033;0000000023;2023-10-03T18:02:44.000Z;Gueldenpfenn;2023-10-16T16:18:28.000Z;Deichgraeber
621;Vacation to USA;2024-05-30;2024-05-30;20;17913;SGD;O;070022;0000000391;2023-10-03T13:43:47.000Z;Benjamin;2023-10-11T13:11:05.000Z;Benjamin
622;Sightseeing in San Francisco, California;2024-05-30;2024-05-30;20;17908;SGD;A;070026;0000000379;2023-10-03T10:52:58.000Z;Goelke;2023-10-13T04:43:32.000Z;Babilon
623;Vacation;2024-05-30;2024-05-30;10;9107;SGD;O;070047;0000000122;2023-10-03T13:04:54.000Z;Domenech;2023-10-22T14:34:12.000Z;Benjamin
624;Vacation;2024-05-30;2024-05-30;10;9096;SGD;O;070049;0000000271;2023-10-03T12:48:47.000Z;Columbo;2023-10-23T01:55:44.000Z;Gahl
625;Business Trip for Benjamin;2024-05-30;2024-05-30;10;9111;SGD;X;070008;0000000103;2023-10-03T03:32:54.000Z;Sessler;2023-10-05T14:17:23.000Z;Koslowski
626;Visiting Johannes;2024-05-30;2024-05-30;30;27242;SGD;A;070033;0000000400;2023-10-03T20:42:08.000Z;Domenech;2023-10-16T14:59:06.000Z;Meier
627;Visiting Dominik;2024-05-30;2024-05-30;30;27803;SGD;A;070033;0000000455;2023-10-02T23:25:07.000Z;Gueldenpfenn;2023-10-16T16:50:12.000Z;Vrsic
628;Vacation;2024-05-30;2024-05-30;10;9340;SGD;O;070041;0000000450;2023-10-03T05:33:05.000Z;Madeira;2023-10-19T20:28:04.000Z;Waldmann
629;Vacation to USA;2024-05-30;2024-05-30;30;28086;SGD;O;070024;0000000040;2023-10-03T17:44:57.000Z;Becker;2023-10-12T22:16:35.000Z;Ryan
630;Vacation to USA;2024-05-30;2024-05-30;10;9493;SGD;X;070023;0000000426;2023-10-03T13:38:51.000Z;Ryan;2023-10-12T17:30:07.000Z;Miguel
631;Vacation to USA;2024-05-30;2024-05-30;10;9501;SGD;O;070022;0000000246;2023-10-03T12:08:28.000Z;Benjamin;2023-10-12T12:18:49.000Z;Pratt
632;Vacation to USA;2024-05-30;2024-05-30;20;18982;SGD;O;070022;0000000489;2023-10-03T01:21:09.000Z;Leisert;2023-10-12T21:28:40.000Z;Neubasler
633;Vacation for Theresia, Uli, Illya;2024-05-30;2024-05-30;30;28871;SGD;O;070013;0000000328;2023-10-03T21:46:14.000Z;Benjamin;2023-10-08T12:47:45.000Z;Rahn
634;Vacation;2024-05-30;2024-05-30;30;29673;SGD;O;070042;0000000474;2023-10-03T08:08:43.000Z;Vrsic;2023-10-19T23:40:32.000Z;D´Oultrement
635;Sightseeing in San Francisco, California;2024-05-30;2024-05-30;20;20117;SGD;X;070026;0000000375;2023-10-02T23:33:35.000Z;Detemple;2023-10-13T01:01:12.000Z;Jeremias
636;Vacation;2024-05-30;2024-05-30;10;10031;SGD;O;070005;0000000127;2023-10-03T13:56:27.000Z;Picard;2023-10-04T19:18:08.000Z;Benjamin
637;Vacation;2024-05-30;2024-05-30;30;30117;SGD;O;070046;0000000404;2023-10-03T08:17:23.000Z;Matthaeus;2023-10-22T10:58:25.000Z;Hunter
638;Business Trip for Holm, Laura;2024-05-30;2024-05-30;20;20346;SGD;O;070007;0000000001;2023-10-03T02:53:37.000Z;Kirk;2023-10-05T19:48:27.000Z;Detemple
639;Vacation;2024-05-30;2024-05-30;20;20591;SGD;O;070004;0000000085;2023-10-03T13:53:46.000Z;Koller;2023-10-04T04:35:33.000Z;Weiss
640;Business Trip for Anne-Marie, Andreas;2024-05-30;2024-05-30;20;20601;SGD;X;070009;##1;2023-10-03T00:32:48.000Z;Pratt;2023-10-06T12:56:18.000Z;Gutenberg
641;Business Trip;2024-05-30;2024-05-30;10;10422;SGD;A;070036;0000000424;2023-10-03T19:34:20.000Z;Sessler;2023-10-17T14:43:42.000Z;Kirk
642;Business Trip to USA;2024-05-30;2024-05-30;30;31395;SGD;O;070020;0000000121;2023-10-03T09:26:23.000Z;Jeremias;2023-10-10T23:01:01.000Z;Trensch
643;Visiting Astrid;2024-05-30;2024-05-30;10;10736;SGD;A;070031;0000000401;2023-10-03T10:31:08.000Z;Weiss;2023-10-15T13:38:19.000Z;Matthaeus
644;Vacation;2024-05-30;2024-05-30;20;21415;SGD;O;070042;0000000426;2023-10-03T00:56:44.000Z;Legrand;2023-10-20T07:22:26.000Z;Fischmann
645;Business Trip for Matthias, Peter;2024-05-30;2024-05-30;20;21463;SGD;X;070010;0000000153;2023-10-03T04:50:59.000Z;Gutenberg;2023-10-06T00:49:00.000Z;Hoffen
646;Vacation;2024-05-30;2024-05-30;10;10842;SGD;O;070041;0000000477;2023-10-03T14:35:58.000Z;Matthaeus;2023-10-19T10:22:16.000Z;Montero
647;Business Trip to USA;2024-05-30;2024-05-30;20;21782;SGD;O;070020;0000000002;2023-10-03T22:56:58.000Z;Wohl;2023-10-11T03:52:47.000Z;Becker
648;Vacation;2024-05-30;2024-05-30;30;33003;SGD;O;070004;0000000474;2023-10-03T21:12:23.000Z;Detemple;2023-10-04T01:40:09.000Z;Müller
649;Vacation for Kristina, Felix;2024-05-30;2024-05-30;20;22518;SGD;O;070014;0000000381;2023-10-03T16:04:30.000Z;Koller;2023-10-08T03:39:55.000Z;Gueldenpfenn
650;Business Trip to USA;2024-05-30;2024-05-30;20;22533;SGD;X;070020;0000000036;2023-10-03T09:40:07.000Z;Benz;2023-10-11T02:24:27.000Z;Delon
651;Vacation;2024-05-30;2024-05-30;10;11369;SGD;O;070043;0000000258;2023-10-03T15:48:50.000Z;Wohl;2023-10-21T03:56:35.000Z;Sommer
652;Sightseeing in San Francisco, California;2024-05-30;2024-05-30;10;11369;SGD;A;070027;0000000450;2023-10-03T15:45:38.000Z;Jeremias;2023-10-14T00:29:09.000Z;Sommer
653;Vacation;2024-05-30;2024-05-30;20;22778;SGD;O;070046;0000000346;2023-10-03T04:58:04.000Z;Sessler;2023-10-22T14:25:42.000Z;Hoffen
654;Vacation to USA;2024-05-30;2024-05-30;30;34555;SGD;O;070021;0000000093;2023-10-03T22:51:00.000Z;Mechler;2023-10-11T05:59:43.000Z;Fischer
655;Visiting Ruth;2023-08-01;2023-08-01;20;6030;USD;X;070031;0000000441;2023-07-15T09:27:59.000Z;Illner;2023-07-27T11:23:51.000Z;Kreiss
656;Visiting Johannes;2023-08-01;2023-08-01;20;5986;USD;A;070033;0000000400;2023-06-28T16:47:20.000Z;Sommer;2023-07-11T15:14:11.000Z;Sudhoff
657;Business Trip for Simon;2023-08-01;2023-08-01;10;3200;USD;O;070010;0000000355;2023-07-12T07:54:54.000Z;Babilon;2023-07-15T10:52:36.000Z;Henry
658;Visiting Benjamin;2023-08-01;2023-08-01;30;9327;USD;A;070032;0000000096;2023-07-18T07:35:07.000Z;Kramer;2023-07-31T11:33:01.000Z;Legrand
659;Sightseeing in San Francisco, California;2023-08-01;2023-08-01;30;9337;USD;A;070026;0000000241;2023-07-18T22:53:44.000Z;Kreiss;2023-07-28T09:08:09.000Z;Fischer
660;Vacation for Uli;2023-08-01;2023-08-01;10;3214;USD;X;070015;0000000150;2023-06-30T16:12:06.000Z;Detemple;2023-07-06T01:27:06.000Z;Gueldenpfenn
661;Vacation;2023-08-01;2023-08-01;20;6404;USD;O;070042;0000000005;2023-07-10T19:45:30.000Z;Matthaeus;2023-07-27T10:53:56.000Z;Lindwurm
662;Vacation to USA;2023-08-01;2023-08-01;30;9656;USD;O;070022;0000000256;2023-07-06T08:17:51.000Z;Kirk;2023-07-15T19:52:10.000Z;D´Oultrement
663;Business Trip to USA;2023-08-01;2023-08-01;10;3276;USD;O;070018;0000000044;2023-07-02T19:39:31.000Z;Sisko;2023-07-09T19:40:19.000Z;Kirk
664;Vacation;2023-08-01;2023-08-01;20;6554;USD;O;070001;0000000039;2023-06-28T03:24:18.000Z;Waldmann;2023-06-28T05:07:26.000Z;Hansmann
665;Vacation;2023-08-01;2023-08-01;20;6598;USD;X;070041;0000000082;2023-07-09T21:43:18.000Z;Koller;2023-07-26T04:16:09.000Z;Müller
666;Vacation;2023-08-01;2023-08-01;20;6586;USD;O;070050;0000000392;2023-07-07T07:53:24.000Z;Pratt;2023-07-27T12:17:51.000Z;Marshall
667;Vacation for Sophie, Mathilde, Christoph;2023-08-01;2023-08-01;30;10168;USD;O;070015;0000000486;2023-07-18T08:23:24.000Z;Montero;2023-07-24T14:49:56.000Z;Jacqmain
668;Business Trip for Jean-Luc, Salvador, Georg;2023-08-01;2023-08-01;30;10187;USD;O;070009;0000000335;2023-07-08T08:41:21.000Z;Hunter;2023-07-11T09:29:46.000Z;D´Oultrement
669;Business Trip for Georg;2023-08-01;2023-08-01;10;3472;USD;O;070009;0000000443;2023-07-12T16:36:52.000Z;Koller;2023-07-15T03:50:38.000Z;Eichbaum
670;Business Trip for Salvador, Christa, Anneliese;2023-08-01;2023-08-01;30;10490;USD;X;070006;0000000404;2023-07-02T19:19:24.000Z;Müller;2023-07-04T21:34:55.000Z;Lindwurm
671;Vacation to USA;2023-08-01;2023-08-01;20;7215;USD;O;070025;0000000241;2023-06-29T21:42:26.000Z;Columbo;2023-07-09T00:27:55.000Z;Müller
672;Business Trip to USA;2023-08-01;2023-08-01;10;3577;USD;O;070019;0000000044;2023-07-14T00:43:21.000Z;Martin;2023-07-21T01:53:48.000Z;Fischmann
673;Business Trip for Stephen, Peter;2023-08-01;2023-08-01;20;7162;USD;O;070010;0000000261;2023-07-15T14:40:19.000Z;Barth;2023-07-19T02:01:20.000Z;Domenech
674;Business Trip for Irmtraut;2023-08-01;2023-08-01;10;3684;USD;O;070010;0000000207;2023-07-08T03:26:43.000Z;Hansmann;2023-07-12T02:26:05.000Z;Koslowski
675;Vacation;2023-08-01;2023-08-01;10;3684;USD;X;070044;0000000372;2023-07-17T07:48:24.000Z;Weiss;2023-08-04T13:07:00.000Z;Legrand
676;Vacation to USA;2023-08-01;2023-08-01;20;7437;USD;O;070025;0000000269;2023-06-30T03:14:03.000Z;Gahl;2023-07-10T12:19:54.000Z;Hansmann
677;Vacation for Ida;2023-08-01;2023-08-01;10;3676;USD;O;070011;0000000087;2023-07-13T01:22:27.000Z;Gutenberg;2023-07-17T00:20:53.000Z;Martin
678;Business Trip to USA;2023-08-01;2023-08-01;20;7373;USD;O;070017;0000000128;2023-07-06T02:33:25.000Z;Leisert;2023-07-13T21:32:20.000Z;Benz
679;Visiting Irmtraut;2023-08-01;2023-08-01;30;11309;USD;A;070031;0000000339;2023-07-14T08:23:05.000Z;Gueldenpfenn;2023-07-26T16:23:13.000Z;D´Oultrement
680;Vacation;2023-08-01;2023-08-01;30;11640;USD;X;070048;0000000447;2023-07-01T08:39:27.000Z;Gueldenpfenn;2023-07-20T16:30:14.000Z;D´Oultrement
681;Vacation;2023-08-01;2023-08-01;20;7805;USD;O;070044;0000000022;2023-07-02T23:43:25.000Z;Fischmann;2023-07-21T00:57:25.000Z;Vrsic
682;Vacation;2023-08-01;2023-08-01;30;11606;USD;O;070047;0000000085;2023-07-03T09:49:09.000Z;Picard;2023-07-22T19:24:26.000Z;Trensch
683;Business Trip to USA;2023-08-01;2023-08-01;20;7916;USD;O;070020;0000000440;2023-07-02T01:03:44.000Z;Leisert;2023-07-10T21:08:00.000Z;Neubasler
684;Vacation;2023-08-01;2023-08-01;20;8256;USD;O;070003;0000000487;2023-07-06T20:09:54.000Z;Becker;2023-07-07T22:05:57.000Z;Rahn
685;Vacation;2023-08-01;2023-08-01;20;8147;USD;X;070048;0000000291;2023-07-06T10:18:30.000Z;Picard;2023-07-25T19:19:04.000Z;Cesari
686;Business Trip;2023-08-01;2023-08-01;30;12444;USD;A;070037;0000000453;2023-07-13T16:32:01.000Z;Prinz;2023-07-28T17:00:05.000Z;Sudhoff
687;Business Trip for Peter, Stephen;2023-08-01;2023-08-01;20;8318;USD;O;070009;0000000380;2023-07-08T16:08:08.000Z;Zimmermann;2023-07-11T11:05:07.000Z;Gueldenpfenn
688;Vacation for Christoph, Dominik, Georg;2023-08-01;2023-08-01;30;12532;USD;O;070014;0000000256;2023-07-05T16:51:14.000Z;Koslowski;2023-07-10T03:37:51.000Z;Gueldenpfenn
689;Vacation;2023-08-01;2023-08-01;10;4237;USD;O;070049;0000000393;2023-07-06T14:34:47.000Z;D´Oultrement;2023-07-26T08:58:54.000Z;Domenech
690;Vacation to USA;2023-08-01;2023-08-01;30;13182;USD;X;070022;0000000133;2023-07-17T04:33:20.000Z;Barth;2023-07-25T02:59:57.000Z;Koller
691;Sightseeing in San Francisco, California;2023-08-01;2023-08-01;20;8890;USD;A;070029;0000000157;2023-07-07T00:19:35.000Z;Jeremias;2023-07-17T23:30:41.000Z;Gutenberg
692;Sightseeing in San Francisco, California;2023-08-01;2023-08-01;10;4431;USD;A;070028;0000000480;2023-07-05T00:29:58.000Z;Leisert;2023-07-16T21:25:24.000Z;Fischmann
693;Sightseeing in San Francisco, California;2023-08-01;2023-08-01;30;13483;USD;A;070030;0000000395;2023-07-15T09:53:33.000Z;Buehler;2023-07-27T06:04:00.000Z;Delon
694;Vacation;2023-08-01;2023-08-01;10;4520;USD;O;070048;0000000005;2023-07-05T18:26:44.000Z;Buehler;2023-07-24T06:03:44.000Z;Deichgraeber
695;Business Trip for Simon, Lee, Simon;2023-08-01;2023-08-01;30;13693;USD;X;070007;0000000480;2023-06-30T06:23:56.000Z;Simonen;2023-07-02T06:49:16.000Z;Heller
696;Vacation to USA;2023-08-01;2023-08-01;20;9306;USD;O;070021;0000000092;2023-07-03T20:49:30.000Z;Cesari;2023-07-11T10:36:48.000Z;Madeira
697;Sightseeing in San Francisco, California;2023-08-01;2023-08-01;30;13970;USD;A;070029;0000000201;2023-07-18T08:55:09.000Z;Montero;2023-07-29T14:53:25.000Z;Hunter
698;Vacation;2023-08-01;2023-08-01;20;9581;USD;O;070050;0000000532;2023-06-30T03:15:17.000Z;Vrsic;2023-07-19T23:11:59.000Z;Wohl
699;Sightseeing in San Francisco, California;2023-08-01;2023-08-01;20;9728;USD;A;070028;0000000241;2023-07-12T23:35:46.000Z;Kirk;2023-07-24T19:53:16.000Z;Vrsic
700;Business Trip to USA;2023-08-01;2023-08-01;10;4861;USD;X;070016;0000000506;2023-06-28T00:36:42.000Z;Pratt;2023-07-04T12:30:03.000Z;Fischmann
701;Business Trip to USA;2023-08-01;2023-08-01;10;4926;USD;O;070016;0000000375;2023-07-02T15:31:52.000Z;Kirk;2023-07-08T19:49:37.000Z;Moyano
702;Business Trip;2023-08-01;2023-08-01;30;14813;USD;A;070036;0000000212;2023-07-02T00:27:43.000Z;Marshall;2023-07-16T07:12:20.000Z;Columbo
703;Business Trip for Chantal, James;2023-08-01;2023-08-01;20;10027;USD;O;070007;0000000130;2023-07-06T06:57:10.000Z;Kreiss;2023-07-08T09:25:26.000Z;Simonen
704;Visiting Pierre;2023-08-01;2023-08-01;10;5015;USD;A;070034;0000000091;2023-07-06T07:41:25.000Z;Gutenberg;2023-07-19T00:37:36.000Z;Legrand
705;Business Trip;2023-08-01;2023-08-01;30;15070;USD;X;070037;0000000030;2023-07-07T18:20:17.000Z;Koslowski;2023-07-22T03:43:00.000Z;Prinz
706;Sightseeing in San Francisco, California;2023-08-01;2023-08-01;10;5128;USD;A;070027;0000000123;2023-06-29T03:33:41.000Z;Domenech;2023-07-10T14:31:38.000Z;Koslowski
707;Vacation for Thomas;2023-08-01;2023-08-01;10;5126;USD;O;070013;0000000213;2023-07-16T01:33:26.000Z;Simonen;2023-07-21T06:09:45.000Z;Neubasler
708;Visiting Astrid;2023-08-01;2023-08-01;20;10311;USD;A;070035;0000000309;2023-07-06T00:25:05.000Z;Madeira;2023-07-20T20:41:52.000Z;Fischmann
709;Vacation;2023-08-01;2023-08-01;20;10415;USD;O;070042;0000000183;2023-06-29T05:43:18.000Z;Detemple;2023-07-16T01:50:51.000Z;Mechler
710;Visiting Johannes;2023-08-01;2023-08-01;10;5216;USD;X;070034;0000000096;2023-07-18T16:27:34.000Z;Fischer;2023-07-31T22:21:28.000Z;Eichbaum
711;Business Trip for Johannes, August;2023-08-01;2023-08-01;20;10695;USD;O;070010;0000000423;2023-07-10T10:46:01.000Z;Illner;2023-07-13T11:23:18.000Z;Babilon
712;Business Trip for Jean, Simon, Salvador;2023-08-01;2023-08-01;30;15966;USD;O;070009;0000000100;2023-07-16T20:25:46.000Z;Schneider;2023-07-19T15:44:32.000Z;Meier
713;Business Trip to USA;2023-08-01;2023-08-01;10;5402;USD;O;070016;0000000436;2023-07-18T08:56:43.000Z;Fischer;2023-07-24T22:41:17.000Z;D´Oultrement
714;Business Trip for Georg, Matthias;2023-08-01;2023-08-01;20;11027;USD;O;070007;0000000268;2023-06-30T00:42:44.000Z;Mechler;2023-07-02T05:47:33.000Z;Fischmann
715;Vacation;2023-08-01;2023-08-01;20;11023;USD;X;070045;0000000532;2023-07-06T08:23:52.000Z;Hunter;2023-07-24T08:06:13.000Z;Legrand
716;Vacation;2023-08-01;2023-08-01;20;11230;USD;O;070050;0000000079;2023-07-08T19:27:19.000Z;Cesari;2023-07-28T10:35:22.000Z;Kirk
717;Visiting Peter;2023-08-01;2023-08-01;10;5611;USD;A;070034;0000000069;2023-07-10T07:13:56.000Z;Lautenbach;2023-07-24T17:03:38.000Z;Legrand
718;Business Trip for Chantal, Jean, Matthias;2023-08-01;2023-08-01;30;17093;USD;O;070009;0000000078;2023-07-01T02:00:06.000Z;Pan;2023-07-04T18:50:29.000Z;Barth
719;Business Trip;2023-08-01;2023-08-01;30;17415;USD;A;070037;0000000183;2023-07-16T09:04:55.000Z;Neubasler;2023-07-31T01:51:57.000Z;Delon
720;Vacation;2023-08-01;2023-08-01;20;11804;USD;X;070002;0000000399;2023-07-14T19:30:27.000Z;Koslowski;2023-07-14T03:40:22.000Z;Picard
721;Vacation;2023-08-01;2023-08-01;20;11748;USD;O;070004;0000000399;2023-07-06T22:34:57.000Z;Marshall;2023-07-07T07:13:23.000Z;Fischer
722;Sightseeing in San Francisco, California;2023-08-01;2023-08-01;20;12023;USD;A;070029;0000000128;2023-07-07T11:40:54.000Z;Gutenberg;2023-07-18T00:07:13.000Z;Kramer
723;Business Trip for Sophie;2024-05-29;2024-05-29;10;162;USD;O;070007;0000000487;2023-10-03T08:03:40.000Z;Kramer;2023-10-05T11:35:00.000Z;D´Oultrement
724;Vacation;2024-05-29;2024-05-29;10;199;USD;O;070045;0000000286;2023-10-03T06:09:01.000Z;Henry;2023-10-21T07:03:56.000Z;Simonen
725;Vacation;2024-05-29;2024-05-29;20;284;USD;X;070005;0000000093;2023-10-03T00:26:01.000Z;Koslowski;2023-10-04T03:01:00.000Z;Jeremias
726;Visiting Thilo;2024-05-29;2024-05-29;10;140;USD;A;070034;0000000326;2023-10-03T19:37:06.000Z;Koller;2023-10-17T04:49:36.000Z;Picard
727;Vacation;2024-05-29;2024-05-29;30;493;USD;O;070001;0000000024;2023-10-03T03:51:10.000Z;Meier;2023-10-03T20:31:23.000Z;Koslowski
728;Business Trip for Chantal, Kristina;2024-05-29;2024-05-29;20;330;USD;O;070010;0000000310;2023-10-03T06:54:37.000Z;Moyano;2023-10-06T15:05:36.000Z;Simonen
